Bill,Flags,Title,Status,Veto,Date,Original Sponsor
SB 5351,,Education T.O.,S EL/K-12,,1/20/2015,Litzow
SB 5352,,Education T.O.,S EL/K-12,,1/20/2015,Litzow
SB 5353,f,"Spirits, beer, wine",S subst for,,3/11/2015,Angel
SB 5354,,Inmate postsecondary edu,S Law & Justice,,1/20/2015,Hargrove
SB 5355,fe,Resident student/veterans,S subst for,,3/4/2015,Bailey
SB 5356,f,Fishing line recycling,S Ways & Means,,2/5/2015,Mullet
SB 5357,f,Clean alt. fuel motorcycles,S Transportation,,1/20/2015,Jayapal
SB 5358,fe#,Transportation revenue,S Transportation,,1/20/2015,Liias
SB 5359,e,Trans sup budget 2013-2015,S Transportation,,1/20/2015,Hobbs
SB 5360,e,Trans budget 2015-2017,S Transportation,,1/20/2015,Liias
SB 5361,e,Transportation projcts/bonds,S Transportation,,1/20/2015,Liias
SB 5362,fo,Charter & excursion carriers,S subst for,,3/4/2015,King
SB 5363,,Eminent domain/econ devel,S Rules 3,,3/10/2016,Padden
SB 5364,,Jnt. admin rules review comm,S Rules X,,2/25/2016,Dansel
SB 5365,,Administrative rules,S Rules X,,3/23/2015,Honeyford
SB 5366,,Ecology policies enforcement,"S Energy, Enviro",,1/20/2015,Padden
SB 5367,,Ecology administrative rules,"S Energy, Enviro",,1/20/2015,Warnick
SB 5368,,Adminstrative rules & policy,S Rules X,,2/25/2016,Padden
SB 5369,f,Adjudicative proceedings,S Rules X,,2/25/2016,Dansel
SB 5370,f,Nongovernment parties/claims,S Ways & Means,,2/11/2015,Dansel
SB 5371,,Agency declaratory orders,S Rules X,,2/25/2016,Dansel
SB 5372,f,Fish and wildlife policies,S Natural Resour,,1/20/2015,Warnick
SB 5373,,Admin action/judicial review,S Rules X,,2/25/2016,Dansel
SB 5374,,"Law interpretation, judicial",S Rules X,,3/23/2015,Padden
SB 5375,f,Petition disclosure,S GovtOp&StSec,,1/20/2015,Liias
SB 5376,,Eviction records reporting,S Rules X,,2/25/2016,Habib
SB 5377,,Tenant relocation,S Fin Inst/Ins,,1/23/2015,Kohl-Welles
SB 5378,,Housing options/govt progrms,S HumSer/MenHlth/,,2/5/2015,Kohl-Welles
SB 5379,,Medical marijuana for PTSD,S Rules X,,2/2/2016,Hobbs
SB 5380,f,Migratory birds,S subst for,,3/9/2015,Pearson
SB 5381,f#,"Firearms, return by law enf.",S subst for,,2/27/2015,Billig
SB 5382,f,Aluminum smelter tax prefs,S Rules X,,2/25/2016,Parlette
SB 5383,,"Gifts to state officers, etc",S GovtOp&Sec,,1/21/2015,Hatfield
SB 5384,,Income to meet basic needs,S Commerce and L,,1/21/2015,Miloscia
SB 5385,,Civil marriages commissioner,S Law & Justice,,1/21/2015,Pedersen
SB 5386,d,"Gifts to state officers, etc",S GovtOp&StSec,,1/21/2015,Pedersen
SB 5387,ao,Business orgs/uniformity,C 176 L 15,,5/6/2015,Pedersen
SB 5388,,Child support,S Law & Justice,,1/21/2015,Darneille
SB 5389,,Child support,S Law & Justice,,1/21/2015,Darneille
SB 5390,fd#,Investment pools/st & cnty,S GovtOp&StSec,,1/21/2015,Dansel
SB 5391,f,Teacher cert. degree progrms,S EL/K-12,,1/21/2015,Litzow
SB 5392,f,Quality education council,S Rules X,,2/25/2016,Litzow
SB 5393,,Schools/exemplary performnce,S EL/K-12,,1/21/2015,Litzow
SB 5394,,Child abduction statutes,S Rules X,,2/25/2016,Rivers
SB 5395,,Real estate appraisals,S Rules X,,2/25/2016,Roach
SB 5396,,"Children/guardians, family",S Rules X,,2/25/2016,Roach
SB 5397,f,Trans.-related information,S subst for,,3/9/2015,Litzow
SB 5398,fo#,Marijuana products in public,S subst for,,3/3/2015,Rivers
SB 5399,fo,Liquor control brd officers,S Commerce and L,,1/21/2015,Conway
SB 5400,fo,Liquor control brd temp. fee,S Ways & Means,,3/26/2015,Conway
SB 5401,fo,Marijuana consumption info,S Rules X,,3/23/2015,Rivers
SB 5402,fo#,Marijuana acquisition/adults,S Rules X,,3/23/2015,Conway
SB 5403,f#,Competency to stand trial,S subst for,,3/5/2015,Conway
SB 5404,fe,Homeless youth,S subst for,,3/10/2015,O'Ban
SB 5405,,Fed. govt owning land in WA,S Rules X,,3/23/2015,Pearson
SB 5406,fe,Chemical action plans,"S Energy, Enviro",,1/21/2015,Billig
SB 5407,f,Skagit instream flow rule,S subst for,,3/11/2015,Pearson
SB 5408,,Mistreatmnt/faith-based exem,S Rules X,,3/23/2015,Mullet
SB 5409,,Campaign credit card use,S Rules X,,2/25/2016,Roach
SB 5410,f,Disabled veterans/lic plates,S Rules X,,2/25/2016,Roach
SB 5411,f#,Wheeled all-terrain vehicles,S subst for,,3/5/2015,Roach
SB 5412,,Service contracts regulation,S Rules X,,2/25/2016,Angel
SB 5413,f#,Public port district levies,S Rules X,,3/23/2015,Warnick
SB 5414,,Solar energy syst/trees near,"S Energy, Environ",,1/21/2015,McAuliffe
SB 5415,,Prof. educator learning days,S EL/K-12,,1/21/2015,McAuliffe
ESB 5416,f,Vessel-related transactions,S Rules X,,2/25/2016,King
SB 5417,f#,Local govt marijuana policy,S Ways & Means,,2/20/2015,Rivers
SB 5418,f,Cat. injured workers,S subst for,,3/10/2015,Keiser
ESB 5419,f,Student user privacy,C 277 L 15,,5/18/2015,Litzow
SB 5420,f,Industrial insurnce coverage,S Rules X,,2/25/2016,Baumgartner
SB 5421,,Teen summer employment wage,S Rules X,,2/25/2016,Baumgartner
SB 5422,,Temporary teen training wage,S Rules X,,2/25/2016,Baumgartner
SB 5423,fd,Clean car stds and program,"S Energy, Enviro",,1/21/2015,McCoy
ESB 5424,f#,Renewable natural gas/PUDs,C 31 L 15,,4/17/2015,King
SB 5425,f,Broadband equipment tax exem,S Ways & Means,,2/19/2015,Ericksen
SB 5426,f,Liq. natural gas/ferries,S Transportation,,1/21/2015,Ericksen
SB 5427,f,Highway-related construction,S Transportation,,1/21/2015,Ericksen
SB 5428,f,Highway-related construction,S Transportation,,1/21/2015,Ericksen
SB 5429,f,License plate fees,S Transportation,,1/21/2015,Ericksen
SB 5430,,Energy independence act,S Rules X,,2/25/2016,Ericksen
SB 5431,,Synthetic plastic microbeads,"S Energy, Enviro",,1/21/2015,Chase
SB 5432,,Retail store carryout bags,"S Energy, Enviro",,1/21/2015,Chase
SB 5433,f,"Tribal history, culture, etc",S subst for,,3/11/2015,Litzow
SB 5434,,"Cannabimimetics, synthetic",S Health Care,,1/21/2015,Bailey
SB 5435,f#,State deferred comp program,S subst for,,2/5/2016,Bailey
SB 5436,,Aging & disability jnt comm.,S subst for,,3/9/2015,Bailey
SB 5437,f,Breakfast after the bell,S Rules X,,2/25/2016,Litzow
SB 5438,,Bicycles/stop and proceed,S subst for,,3/2/2015,King
SB 5439,f#,Delinquent property taxes,S Rules X,,2/25/2016,Dansel
SB 5440,fd,Certif counselors & advisors,S Health Care,,1/21/2015,Jayapal
SB 5441,f,Patient meds coordination,S subst for,,3/3/2015,Rivers
SB 5442,fd#,Cmty econ revit. brd progrms,S Rules X,,2/25/2016,Warnick
SB 5443,,Provider comp. disclosure,S Health Care,,1/14/2016,Dammeier
SB 5444,fe,Electr vehicle infrastr bank,S Transportation,,1/21/2015,Hobbs
SB 5445,fe,Alt. fuel vehicle tax exem,"S Energy, Enviro",,1/21/2015,Liias
SB 5446,fe#,Electric vehicle readiness,S Rules X,,2/25/2016,Hobbs
SB 5447,f#,"Border areas, fuel tax",S Transportation,,1/21/2015,Ericksen
SB 5448,,Lyme disease treatment,S subst for,,3/3/2015,Hatfield
SB 5449,f#,Appeals court tax division,S subst for,,4/15/2015,Braun
SB 5450,,Marijuana businesses,S Ways & Means,,2/12/2015,O'Ban
SB 5451,fd,Vocational rehabilitation,S subst for,,3/10/2015,Braun
SB 5452,f,Early care & education systm,S subst for,,3/10/2015,Litzow
SB 5453,f,Extended stay recovery ctrs,S Health Care,,1/22/2015,Becker
SB 5454,f,Laser keratomileusis surgery,S Health Care,,1/22/2015,Becker
SB 5455,f,Basic firefighter training,S subst for,,3/2/2015,Rivers
SB 5456,fd,Ticket sales over internet,S Commerce and L,,1/22/2015,Kohl-Welles
SB 5457,f#,Firefighting apparatus,S Rules X,,2/25/2016,Litzow
SB 5458,#,Health district banking,C 3 L 16 E1,V,3/29/2016,Angel
SB 5459,f#,Family & medical leave insur,S Commerce and L,,1/22/2015,Keiser
SB 5460,,Prepackaged emer meds in ER,S subst for,,3/3/2015,Parlette
SB 5461,,Marijuana convictions,S Law & Justice,,1/22/2015,Ranker
SB 5462,,Public works contractors,S Commerce and La,,1/22/2015,Ranker
SB 5463,f#,Cultural & heritage programs,S subst for,,3/4/2015,Hill
SB 5464,fd,Fishing guide/unlawfully,C 90 L 15,,4/24/2015,Warnick
SB 5465,f,"Dental pro's, midlevel",S Health Care,,1/22/2015,Frockt
SB 5466,fo,PEBB benefits eligibility,C 116 L 15,,4/25/2015,Becker
SB 5467,f,Rec. marijuana sales exc tax,S Ways & Means,,2/3/2015,Hatfield
SB 5468,fd,Stay-at-work & self-insured,C 177 L 15,,5/6/2015,King
SB 5469,,Education employee COLAs,S Ways & Means,,1/22/2015,Hasegawa
SB 5470,,Water services procurement,S subst for,,2/27/2015,Warnick
ESB 5471,af,Insurance/electronic delivry,C 263 L 15,,5/14/2015,Angel
SB 5472,f,Tribal timber harvest exc tx,S Ways & Means,,1/22/2015,Parlette
SB 5473,,"PERS, TRS, SERS/earlier ages",S Ways & Means,,1/22/2015,Chase
SB 5474,f,Health insurer and provider,S Health Care,,1/22/2015,Rivers
SB 5475,f,1st mortgage int. B&O deduc.,S Ways & Means,,2/6/2015,Benton
SB 5476,,Firearm dealer deliveries,S Law & Justice,,1/22/2015,Dammeier
SB 5477,f,"Vapor product packaging, etc",S subst for,,3/3/2015,Dammeier
SB 5478,f,Education reform/facilities,S Ways & Means,,1/22/2015,Dammeier
SB 5479,fd,Contractor fining by DES,S Commerce and L,,1/22/2015,Liias
SB 5480,f#,"Construction aggregate, etc.",S Transportation,,1/22/2015,King
SB 5481,f,Tolling customer service,S subst for,,3/9/2015,Hill
SB 5482,,GPS data disclosure,C 91 L 15,,4/24/2015,Roach
SB 5483,,Political committees,S Rules X,,2/25/2016,Roach
SB 5484,fd,Higher ed tuition setting,S Ways & Means,,2/11/2015,Bailey
SB 5485,,Debt adjusting/nonprofit org,S subst for,,3/3/2015,Hobbs
SB 5486,f#,Parents for parents program,S subst for,,3/3/2015,Frockt
SB 5487,f,"Higher ed programs/UW, WSU",S subst for,,3/10/2015,Baumgartner
SB 5488,f,Applied behavior analysis,S subst for,,3/9/2015,Keiser
SB 5489,f,Contact lens price agreemnts,S Health Care,,1/22/2015,Hewitt
SB 5490,f#,Fuel tax/border area use,S Rules X,,3/23/2015,Ericksen
SB 5491,f,Reservations of water,S Rules X,,2/25/2016,Parlette
SB 5492,f,Tax exemption accountability,S Ways & Means,,1/22/2015,Frockt
SB 5493,,Cannabis hlth & beauty aids,S Rules X,,3/23/2015,Kohl-Welles
SB 5494,fd,Tobacco and vapor products,S Commerce and L,,1/22/2015,Miloscia
SB 5495,o,Educator professional growth,S GovtOp&StSec,,1/22/2015,Litzow
SB 5496,fo,Teacher certification,S Rules X,,2/25/2016,Litzow
SB 5497,fo,Prof. educator standards brd,S Rules X,,2/2/2016,Litzow
SB 5498,fd,Interstate family support,S subst for,,3/4/2015,Pedersen
SB 5499,f#,Nefarious drone enterprise,S Rules X,,2/25/2016,Roach
SB 5500,,Firearms at schools/officers,S Rules X,,2/25/2016,Roach
SB 5501,,Animal cruelty prevention,S subst for,,2/27/2015,Fain
SB 5502,,Intimate images/distributing,S Law & Justice,,1/22/2015,Padden
SB 5503,f#,Habitual property offenders,S Ways & Means,,2/12/2015,Padden
ESB 5504,,Liquor stocking/distributors,C 33 L 15,,4/17/2015,Hewitt
SB 5505,f,Office of corrections ombuds,S Law & Justice,,1/22/2015,McAuliffe
SB 5506,f,"Sexual health ed/abuse, etc.",S EL/K-12,,1/22/2015,McAuliffe
SB 5507,f,L&I fines & civil penalties,S Rules X,,2/25/2016,Braun
SB 5508,f,Recovery/industrial insurnce,S Rules X,,2/25/2016,Braun
SB 5509,f,Occupational disease claims,S Rules X,,2/25/2016,Braun
ESB 5510,af,Workers' comp benefits,C 178 L 15,,5/6/2015,Braun
SB 5511,f#,Local sales & use tx changes,S Rules X,,2/25/2016,Braun
SB 5512,,"Retro rating plan emps, grps",S Commerce and La,,1/22/2015,Braun
ESB 5513,f,Structured settlements,S Rules X,,2/25/2016,Braun
SB 5514,f,Minimum wage and OT comp,S Rules X,,2/25/2016,Braun
SB 5515,f,Long-term care providers,S Ways & Means,,2/20/2015,Braun
SB 5516,f,Injured worker compensation,S Commerce and L,,1/22/2015,Braun
SB 5517,f,Sexual harassment prevention,S Rules X,,2/25/2016,Kohl-Welles
SB 5518,f,Campus sexual violence,S subst for,,3/4/2015,Kohl-Welles
SB 5519,f#,Marijuana reform,S Ways & Means,,2/17/2015,Kohl-Welles
SB 5520,fd,High school assessmnt system,S EL/K-12,,1/23/2015,Rolfes
SB 5521,,Legal process servers,S Law & Justice,,1/23/2015,Sheldon
SB 5522,,Lake water quality districts,S GovtOp&StSec,,1/23/2015,Sheldon
ESB 5523,,Process servers' SSN's,S Rules X,,2/25/2016,Sheldon
ESB 5524,f,Persons with disabilities,S Rules X,,2/25/2016,Sheldon
SB 5525,f#,Property taxes,S Ways & Means,,1/23/2015,Sheldon
SB 5526,f,"Bullying, etc., in schools",S EL/K-12,,1/14/2016,Liias
SB 5527,f#,Voter registration,S Rules X,,2/25/2016,Liias
SB 5528,,Political committees,S GovtOp&StSec,,1/23/2015,Billig
SB 5529,f#,Royal Slope railroad,S subst for,,3/4/2015,Warnick
SB 5530,f#,Product subscriptions,S Commerce and L,,1/23/2015,Fain
SB 5531,f,State wildlife account,S Natural Resour,,1/23/2015,Hatfield
SB 5532,,WA gift of life award,C 8 L 15,,4/16/2015,Rolfes
SB 5533,,"Electronic data, charges for",S GovtOp&StSec,,1/23/2015,Hobbs
SB 5534,f,CPA scholarship program,S subst for,,3/9/2015,Bailey
SB 5535,f,Citizens' initiative review,S GovtOp&StSec,,1/23/2015,Fain
SB 5536,f#,Collection agency costs,S Rules X,,2/25/2016,Sheldon
SB 5537,,Reg. fire protection service,S Rules X,,2/25/2016,Habib
SB 5538,,Deceased tenant property,S subst for,,3/5/2015,Angel
SB 5539,,Pistol delivery to officer,S Rules X,,2/25/2016,Roach
SB 5540,,National day of the cowboy,S Rules X,,2/25/2016,Brown
SB 5541,fd,Electronic commerce taxation,S Rules X,,2/25/2016,Hill
SB 5542,fd,PUD privilege tax,S Rules 3,,4/24/2015,Hill
SB 5543,fd,Unclaimed property laws,S Rules X,,2/25/2016,Hill
SB 5544,,K-12 employee wages,S EL/K-12,,1/23/2015,McAuliffe
SB 5545,f,Postretirement employment,S Ways & Means,,1/23/2015,McAuliffe
SB 5546,,Beginning teacher salaries,S EL/K-12,,1/23/2015,Liias
SB 5547,f,State need grant renewal/GPA,S Rules X,,2/25/2016,Bailey
SB 5548,,School bus driver immunity,S EL/K-12,,1/23/2015,Liias
SB 5549,fd,Pharmacy assistants,C 4 L 16 E1,V,3/29/2016,Jayapal
SB 5550,f#,Commercial trans. providers,S subst for,,3/10/2015,Habib
SB 5551,,Salmon recovery projct funds,S Natural Resour,,1/23/2015,Pearson
SB 5552,,Religious objectors,S Rules X,,2/25/2016,Padden
SB 5553,,Washington investment trust,S Fin Inst/Ins,,1/23/2015,Hasegawa
SB 5554,f#,Irrigation distr. facilities,S Rules X,,3/23/2015,Warnick
SB 5555,,Irrigation distrct authority,S Rules X,,2/25/2016,Warnick
SB 5556,,Irrigation district admin.,C 34 L 15,,4/17/2015,Warnick
SB 5557,f,Pharmacist services,S subst for,,3/2/2015,Parlette
SB 5558,f,Osteopath med & surgery brd,S Health Care,,1/23/2015,Angel
SB 5559,f,Tuition waivers/st employees,S Rules X,,2/25/2016,Billig
SB 5560,f,Health insurance contracting,S Health Care,,1/23/2015,Dammeier
SB 5561,f,Vet. survivor tuition waiver,S subst for,,2/11/2016,Bailey
SB 5562,f,Higher ed budget submissions,S Ways & Means,,1/23/2015,Bailey
SB 5563,f,Environmental handling chrgs,S subst for,,3/11/2015,Honeyford
SB 5564,f#,Juvenile records and fines,S subst for,,3/6/2015,O'Ban
SB 5565,,Cesar Chavez day,S Rules X,,2/25/2016,McCoy
SB 5566,f,Employee status enforcement,S Commerce and L,,1/23/2015,Frockt
SB 5567,f#,Wage liens/wage recovery act,S Commerce and L,,1/23/2015,Keiser
SB 5568,,"Wage violations, damages for",S Commerce and La,,1/23/2015,Conway
SB 5569,f,Employee antiretaliation,S Commerce and L,,1/23/2015,Hasegawa
SB 5570,,Daylight saving time exemp.,S GovtOp&StSec,,1/23/2015,McCoy
SB 5571,f#,Convention cntrs tx deferral,S Ways & Means,,1/23/2015,Fain
SB 5572,f,"Marijuana sales, etc.",S Commerce and L,,1/23/2015,Kohl-Welles
SB 5573,fe,"E-cigarettes, vapor products",S Health Care,,1/26/2015,Frockt
SB 5574,f#,Reproductive health care,S Health Care,,1/26/2015,Hobbs
SB 5575,f,Coal-fired plants conversion,S subst for,,6/29/2015,Braun
SB 5576,f,Workplace injury reporting,S Rules X,,2/25/2016,Baumgartner
ESB 5577,f,Pharmaceutical waste,C 119 L 15,,4/25/2015,Braun
SB 5578,,Housing trust fund projects,S Rules X,,3/23/2015,Dammeier
SB 5579,,Security guards and firearms,S Rules X,,2/25/2016,Dammeier
SB 5580,f,Ticket brokers and resellers,S Commerce and L,,1/26/2015,Dammeier
SB 5581,f,Group life & disability ins.,C 143 L 16,,3/31/2016,Angel
SB 5582,f#,"Massage therapy, reflexology",S Health Care,,1/26/2015,Cleveland
SB 5583,f,Species status/F&W comm.,S subst for,,3/11/2015,Dansel
SB 5584,f,Water quality determinations,S Ways & Means,,2/20/2015,Dansel
SB 5585,,Real estate excise tax,S Rules X,,2/25/2016,Dansel
SB 5586,f,Disability comp SS offset,S Rules X,,2/25/2016,Conway
SB 5587,d,State treasurers conference,S Rules X,,2/25/2016,Becker
SB 5588,,Property assessment appeals,S Rules X,,2/25/2016,Roach
SB 5589,,Peace officer disciplining,S Rules X,,2/25/2016,O'Ban
SB 5590,fo,Medicaid managed health care,S Ways & Means,,2/13/2015,Dammeier
SB 5591,,Emer medical services/prog,S subst for,,3/3/2015,Liias
SB 5592,fd,Security guard backgrnd chks,S Commerce and L,,1/26/2015,Hasegawa
SB 5593,f#,"Healthcare/inmates, detained",S subst for,,3/5/2015,Dammeier
SB 5594,f,Federal funding programs,S Rules X,,2/25/2016,Becker
SB 5595,f,Association health plans,S Health Care,,1/26/2015,Becker
SB 5596,f,Wine manufacturer sp. permit,S subst for,,3/3/2015,King
SB 5597,f,Real estate appraisers,S subst for,,2/15/2016,Roach
SB 5598,fd,"Account for elevators, etc.",S Ways & Means,,2/20/2015,Conway
SB 5599,fd,Long-term care workers,S Health Care,,1/26/2015,Dammeier
SB 5600,fd,"Vulnerable adults, abuse of",S subst for,,3/4/2015,Dammeier
SB 5601,f,Pesticide licensees,S subst for,,3/9/2015,Warnick
SB 5602,f,Bargaining unit reps,S Rules X,,3/23/2015,Warnick
SB 5603,afd,Cottage food operations,C 196 L 15,,5/7/2015,Warnick
SB 5604,f,Countywide planning policies,S GovtOp&Sec,,1/14/2016,Liias
SB 5605,af#,Domestic violence assault,C 113 L 16,,3/31/2016,Darneille
SB 5606,f,Dental professionals,C 120 L 15,,4/25/2015,Jayapal
SB 5607,f#,Guardianship,S subst for,,3/11/2015,Conway
SB 5608,,"Job applicants/arrests, etc.",S Commerce and L,,1/26/2015,Miloscia
SB 5609,,Synthetic plastic microbeads,S subst for,,3/11/2015,Bailey
SB 5610,f#,Studded tire use permit fee,S Transportation,,1/26/2015,Benton
SB 5611,,Excessive overdraft fees,S Fin Inst/Ins,,1/26/2015,Benton
SB 5612,,Check cashing fees,S Fin Inst/Ins,,1/26/2015,Benton
SB 5613,,"Small loans, raising cap on",S Rules X,,2/25/2016,Benton
SB 5614,,Parks and recreational land,S Rules X,,2/25/2016,Benton
SB 5615,,Firearms transfers,S Rules X,,2/25/2016,Benton
ESB 5616,a,"Pawnbroker fees, int. rates",C 294 L 15,,5/18/2015,Benton
SB 5617,f,Marine etc. fuel tax refunds,S Transportation,,1/26/2015,Warnick
SB 5618,f,Enviro permit applications,"S Energy, Enviro",,1/26/2015,McCoy
SB 5619,fo,Basic education for adults,S Ways & Means,,2/18/2015,Bailey
SB 5620,fo,College fees/military member,S Rules X,,2/25/2016,Bailey
SB 5621,,"Dentistry, the practice of",S Health Care,,1/26/2015,King
SB 5622,f,"Ecology & DFW, land use",S subst for,,3/3/2015,Sheldon
SB 5623,f#,Motorcycles on laned roads,S subst for,,3/5/2015,Sheldon
2ESB 5624,f#,Essential infrastructure,S Rules 3,,3/10/2016,Keiser
SB 5625,f,Health care coverage,S Health Care,,1/26/2015,Frockt
SB 5626,,Health benefit exchange data,S Health Care,,1/26/2015,Frockt
SB 5627,f,Discover pass exemption,S Ways & Means,,2/12/2015,Bailey
SB 5628,f#,"Infrastructure/water, etc.",S Ways & Means,,1/27/2015,Honeyford
SB 5629,d,Offender supervision/credits,S Law & Justice,,1/27/2015,Hargrove
SB 5630,f,Equal pay and opportunities,S Commerce and L,,1/27/2015,Cleveland
SB 5631,f#,Domestic violence victims,S subst for,,3/5/2015,Hargrove
SB 5632,fd,State wildlife account,S Natural Resourc,,2/6/2015,Hatfield
SB 5633,f,Helmets to hardhats program,S subst for,,3/3/2015,Conway
SB 5634,f,Vehicle license fee exemp,S Rules X,,2/25/2016,Conway
SB 5635,o,Power of attorney,S subst for,,2/12/2016,Pedersen
SB 5636,f,GET ready for college prog,S Higher Ed,,1/27/2015,Hasegawa
SB 5637,f,Peer mentoring program,S Higher Ed,,1/27/2015,Hasegawa
SB 5638,f,State need grant eligibility,C 121 L 15,,4/25/2015,Hasegawa
SB 5639,,"Death penalty, eliminating",S Law & Justice,,1/27/2015,Miloscia
SB 5640,,Auctioned impounded vehicle,S subst for,,3/6/2015,Ericksen
SB 5641,f,Radio & TV broadcasting/tax,S Ways & Means,,2/4/2015,Braun
SB 5642,f,Patients w/ devel disability,S Higher Ed,,1/27/2015,Chase
SB 5643,f#,Firearms & invol. treatment,S HumSer/MenHlth,,1/27/2015,O'Ban
SB 5644,,Psychiatric boarding,S Rules X,,3/23/2015,O'Ban
SB 5645,f,Psych detention data/no bed,S subst for,,3/4/2015,Parlette
SB 5646,,SR 99 Alaskan Way viaduct,S Transportation,,1/27/2015,Baumgartner
SB 5647,af#,Guardianship facilitators,C 295 L 15,,5/18/2015,Conway
SB 5648,,Patient bill of rights,S Health Care,,1/28/2015,Rolfes
SB 5649,f#,Mental health/inv outpatient,S subst for,,3/4/2015,Darneille
SB 5650,afd,Inmate funds,C 238 L 15,,5/11/2015,Padden
SB 5651,,"Truant students, detention",S HumSer/MenHlth,,1/28/2015,Darneille
SB 5652,f#,Juvenile sentencing reform,S HumSer/MenHlth,,1/28/2015,Darneille
SB 5653,f#,"DNA collection at jails, etc",S Rules X,,2/25/2016,Darneille
SB 5654,f#,"Prop. taxes, partial payment",S Rules X,,2/25/2016,Dansel
SB 5655,,Homeownership opportunities,S Ways & Means,,2/6/2015,Benton
SB 5656,fo#,Distracted driving incidents,S subst for,,3/10/2015,Rivers
SB 5657,f,School day extension/homewrk,S Ways & Means,,2/18/2015,Mullet
SB 5658,f#,"Notices, records, & parties",S Rules X,,2/25/2016,Dansel
SB 5659,f#,Litter tax revenues,S Rules X,,3/23/2015,Ericksen
SB 5660,f,Small business spirits sales,S Ways & Means,,2/20/2015,Hobbs
SB 5661,,Ballot proposition hearings,S Rules X,,2/25/2016,Roach
SB 5662,,Brewery promotional items,C 94 L 15,,4/24/2015,Kohl-Welles
SB 5663,fd,"Youthful offenders, reentry",S Rules X,,3/23/2015,Darneille
SB 5664,,Interpreter services,S Commerce and La,,1/28/2015,Jayapal
SB 5665,fd,High-tech R&D tax prefs,S Rules X,,2/25/2016,Hill
SB 5666,,Cetacean captivity,S Natural Resour,,1/28/2015,Ranker
SB 5667,f,Bill & budget fiscal impact,S Ways & Means,,1/28/2015,Hargrove
SB 5668,f#,Voting rights,S Rules X,,2/25/2016,Habib
SB 5669,f,Local rural mover license,S Transportation,,1/28/2015,Hargrove
SB 5670,,Universal comm services prog,S subst for,,3/5/2015,Braun
SB 5671,,Partial public employee dues,S Rules X,,2/25/2016,Baumgartner
SB 5672,f,"Nursing staffing, hospitals",S Commerce and L,,1/28/2015,Conway
ESB 5673,f#,Synthetic cannabinoids,S Rules X,,2/25/2016,Padden
SB 5674,fd,Residen'l services & support,S Rules X,,3/23/2015,Cleveland
SB 5675,f,Dual language instruction,S Ways & Means,,1/29/2016,Roach
SB 5676,f,High sch equivalency tests,S Ways & Means,,2/20/2015,Roach
SB 5677,,Property tx collection costs,S GovtOp&Sec,,1/28/2015,Dansel
SB 5678,,Exempted info/public records,S Rules X,,2/25/2016,Pearson
SB 5679,f,Special education students,S subst for,,3/5/2015,McAuliffe
SB 5680,f,Family medicine residencies,S Health Care,,1/28/2015,Frockt
SB 5681,fd,State lottery accounts,S subst for,,4/3/2015,Hill
SB 5682,,ARNPs/signing documentation,S Health Care,,1/28/2015,Keiser
SB 5683,,Small securities offerings,S Fin Inst/Ins,,1/28/2015,Litzow
SB 5684,f,Flame retardants,"S Energy, Enviro",,1/29/2015,Nelson
SB 5685,,Supreme crt election distr's,S Law & Justice,,1/29/2015,Padden
SB 5686,,Adjudicative proceedings,S Law & Justice,,1/29/2015,Padden
SB 5687,,Detention standards,S HumSer/MenHlth,,1/29/2015,Hargrove
SB 5688,f,Student skills,S subst for,,3/6/2015,Litzow
SB 5689,af,Diabetes epidemic,C 56 L 16,,3/29/2016,Becker
SB 5690,,Learning assistance program,S EL/K-12,,1/29/2015,Dammeier
SB 5691,f#,"Senior citizens, property tx",S Ways & Means,,2/20/2015,Rolfes
SB 5692,afd,Permanency plans of care,C 270 L 15,,5/14/2015,Hargrove
SB 5693,fd,Special commitment center,C 271 L 15,,5/14/2015,Miloscia
SB 5694,,Nuisance abatement,S subst for,,3/10/2015,Padden
SB 5695,,Abuse-deterrent opioid drugs,S Health Care,,1/29/2015,Rivers
SB 5696,f,Railroad employee work hours,S Commerce and L,,1/29/2015,Warnick
SB 5697,f,Crew size on certain trains,S Commerce and L,,1/29/2015,Parlette
SB 5698,fd,Food processing tax prefs,S Rules X,,2/25/2016,Hewitt
SB 5699,fd,Capital gains excise tax,S Ways & Means,,1/29/2015,Nelson
SB 5700,fd,"Biofuel, etc., tax prefs",S Ways & Means,,1/29/2015,Hargrove
SB 5701,fd,"Composite manufacturing, etc",S Ways & Means,,2/19/2015,Warnick
SB 5702,f,Wax & ceramic to make molds,S Ways & Means,,1/29/2015,Hobbs
SB 5703,f#,PSERS/offender nursing care,S Ways & Means,,1/29/2015,Hobbs
SB 5704,f,Financial responsibility prg,S Fin Inst/Ins,,2/4/2015,Billig
SB 5705,f,Mineral prospecting & mining,S subst for,,3/4/2015,Ericksen
SB 5706,f,Nonprofit fair associations,S Ways & Means,,1/29/2015,Ericksen
SB 5707,f#,Prevailing wage requirements,S Rules X,,3/23/2015,Ericksen
SB 5708,,Nonprofit fair associations,S Rules X,,2/25/2016,Ericksen
SB 5709,fd,DSHS provider payment/hrs/wk,S Ways & Means,,2/20/2015,Keiser
SB 5710,,"For hire, limo, taxi/ind ins",S Commerce and L,,1/29/2015,Fain
SB 5711,f,Spirits sales tax reduction,S Commerce and L,,1/29/2015,Rivers
